======================================================================
🏆 GSM Pipeline Summary Report 🏆
Grouping-Scoring-Modeling (G-S-M) Gene Analysis Pipeline
======================================================================

METHODOLOGY
----------------------------------------------------------------------
This pipeline implements a rigorous gene group-based classification approach:

1. FEATURE FILTERING:
   - Welch's t-test for differential expression analysis
   - Multiple comparison correction: Benjamini-Hochberg FDR
   - Significance threshold: α = 0.05 (adjusted p-values)

2. GENE GROUPING:
   - Pre-existing knowledge-based grouping (e.g., DisGeNET pathways)
   - Groups ranked by embedded feature selection via ML models

3. MODEL TRAINING:
   - RandomForest: Ensemble method with embedded feature importance
   - SVM: Support vector classification with probability estimates
   - Rationale: These methods handle high-dimensional data well and
     provide feature importance for biological interpretation.

4. VALIDATION:
   - Stratified K-fold cross-validation for robust estimates
   - Bootstrap confidence intervals (100 resamples, 95% CI)
   - AUC-ROC for threshold-independent classification quality
   - Probability predictions for risk stratification

BEST PERFORMANCE ACHIEVED
----------------------------------------------------------------------
F1 Score:       0.8529 (95% CI: 0.7355 - 0.9347)
Accuracy:       0.8276
Precision:      0.7838
Recall:         0.9355
AUC-ROC:        0.8453 (95% CI: 0.7105 - 0.9410)

Cross-Validation (5-fold):
  CV F1 Mean:   0.7749 ± 0.0475

Probability Predictions:
  Mean P(positive): 0.5667
  Note: Threshold can be adjusted based on clinical requirements
        (e.g., 0.3 for high sensitivity, 0.7 for high specificity)

CONFIGURATION DETAILS
----------------------------------------------------------------------
Iteration:      89
Random Seed:    89044
Groups Used:    7
Features Used:  14
Model Name:     RandomForest

TOP CONFIGURATIONS (Top 5 by F1)
----------------------------------------------------------------------
1. Iter 89 | Groups 7 | F1 0.8529 | AUC 0.8453 | Acc 0.8276
2. Iter 95 | Groups 2 | F1 0.8438 | AUC 0.8441 | Acc 0.8276
3. Iter 89 | Groups 3 | F1 0.8406 | AUC 0.8417 | Acc 0.8103
4. Iter 61 | Groups 1 | F1 0.8333 | AUC 0.8208 | Acc 0.8276
5. Iter 89 | Groups 14 | F1 0.8333 | AUC 0.8327 | Acc 0.7931

PER-ITERATION BEST CONFIGURATIONS
----------------------------------------------------------------------
Iter  1 | Groups  6 | Features  35 | F1 0.7937 | AUC 0.7915 | Acc 0.7759
Iter  2 | Groups 16 | Features  62 | F1 0.7826 | AUC 0.7611 | Acc 0.7414
Iter  3 | Groups  6 | Features 180 | F1 0.7792 | AUC 0.6063 | Acc 0.7069
Iter  4 | Groups 12 | Features 102 | F1 0.7302 | AUC 0.7628 | Acc 0.7069
Iter  5 | Groups  1 | Features   4 | F1 0.7647 | AUC 0.7778 | Acc 0.7241
Iter  6 | Groups  1 | Features  59 | F1 0.7302 | AUC 0.7079 | Acc 0.7069
Iter  7 | Groups  3 | Features  22 | F1 0.7385 | AUC 0.7419 | Acc 0.7069
Iter  8 | Groups  7 | Features  71 | F1 0.7419 | AUC 0.7682 | Acc 0.7241
Iter  9 | Groups  1 | Features   9 | F1 0.7077 | AUC 0.6834 | Acc 0.6724
Iter 10 | Groups  4 | Features 368 | F1 0.6866 | AUC 0.5884 | Acc 0.6379
Iter 11 | Groups  6 | Features  37 | F1 0.7463 | AUC 0.7688 | Acc 0.7069
Iter 12 | Groups 11 | Features 278 | F1 0.7246 | AUC 0.7061 | Acc 0.6724
Iter 13 | Groups 10 | Features 328 | F1 0.6250 | AUC 0.6135 | Acc 0.5862
Iter 14 | Groups  9 | Features 263 | F1 0.6875 | AUC 0.7079 | Acc 0.6552
Iter 15 | Groups  5 | Features 139 | F1 0.7463 | AUC 0.7706 | Acc 0.7069
Iter 16 | Groups  1 | Features   9 | F1 0.7273 | AUC 0.6912 | Acc 0.6897
Iter 17 | Groups  5 | Features 107 | F1 0.7692 | AUC 0.7330 | Acc 0.7414
Iter 18 | Groups  5 | Features  14 | F1 0.7937 | AUC 0.8112 | Acc 0.7759
Iter 19 | Groups  8 | Features  96 | F1 0.7385 | AUC 0.7384 | Acc 0.7069
Iter 20 | Groups  9 | Features 272 | F1 0.7297 | AUC 0.6284 | Acc 0.6552
Iter 21 | Groups  2 | Features  16 | F1 0.6769 | AUC 0.6016 | Acc 0.6379
Iter 22 | Groups  7 | Features  60 | F1 0.7568 | AUC 0.6487 | Acc 0.6897
Iter 23 | Groups  9 | Features  16 | F1 0.7273 | AUC 0.7796 | Acc 0.7414
Iter 24 | Groups  1 | Features   1 | F1 0.6557 | AUC 0.6464 | Acc 0.6379
Iter 25 | Groups  5 | Features  84 | F1 0.7647 | AUC 0.6935 | Acc 0.7241
Iter 26 | Groups  6 | Features 105 | F1 0.7385 | AUC 0.7575 | Acc 0.7069
Iter 27 | Groups 50 | Features  23 | F1 0.8060 | AUC 0.8148 | Acc 0.7759
Iter 28 | Groups  7 | Features  39 | F1 0.7826 | AUC 0.7826 | Acc 0.7414
Iter 29 | Groups  8 | Features  54 | F1 0.7576 | AUC 0.7431 | Acc 0.7241
Iter 30 | Groups 10 | Features  76 | F1 0.7647 | AUC 0.7503 | Acc 0.7241
Iter 31 | Groups  3 | Features  66 | F1 0.7742 | AUC 0.7891 | Acc 0.7586
Iter 32 | Groups  5 | Features  34 | F1 0.8116 | AUC 0.8005 | Acc 0.7759
Iter 33 | Groups  2 | Features  29 | F1 0.7273 | AUC 0.7264 | Acc 0.6897
Iter 34 | Groups  4 | Features  89 | F1 0.7324 | AUC 0.7288 | Acc 0.6724
Iter 35 | Groups 20 | Features  37 | F1 0.7246 | AUC 0.7963 | Acc 0.6724
Iter 36 | Groups  1 | Features  10 | F1 0.8000 | AUC 0.7551 | Acc 0.7759
Iter 37 | Groups  1 | Features   7 | F1 0.7879 | AUC 0.7814 | Acc 0.7586
Iter 38 | Groups 20 | Features  31 | F1 0.7353 | AUC 0.7545 | Acc 0.6897
Iter 39 | Groups  3 | Features  48 | F1 0.7619 | AUC 0.7515 | Acc 0.7414
Iter 40 | Groups 10 | Features 267 | F1 0.7536 | AUC 0.7103 | Acc 0.7069
