======================================================================
🏆 GSM Pipeline Summary Report 🏆
Grouping-Scoring-Modeling (G-S-M) Gene Analysis Pipeline
======================================================================

METHODOLOGY
----------------------------------------------------------------------
This pipeline implements a rigorous gene group-based classification approach:

1. FEATURE FILTERING:
   - Welch's t-test for differential expression analysis
   - Multiple comparison correction: Benjamini-Hochberg FDR
   - Significance threshold: α = 0.05 (adjusted p-values)

2. GENE GROUPING:
   - Pre-existing knowledge-based grouping (e.g., DisGeNET pathways)
   - Groups ranked by embedded feature selection via ML models

3. MODEL TRAINING:
   - RandomForest: Ensemble method with embedded feature importance
   - SVM: Support vector classification with probability estimates
   - Rationale: These methods handle high-dimensional data well and
     provide feature importance for biological interpretation.

4. VALIDATION:
   - Stratified K-fold cross-validation for robust estimates
   - Bootstrap confidence intervals (100 resamples, 95% CI)
   - AUC-ROC for threshold-independent classification quality
   - Probability predictions for risk stratification

BEST PERFORMANCE ACHIEVED
----------------------------------------------------------------------
F1 Score:       1.0000 (95% CI: 1.0000 - 1.0000)
Accuracy:       1.0000
Precision:      1.0000
Recall:         1.0000
AUC-ROC:        1.0000 (95% CI: 1.0000 - 1.0000)

Cross-Validation (5-fold):
  CV F1 Mean:   0.9630 ± 0.0524

Probability Predictions:
  Mean P(positive): 0.4929
  Note: Threshold can be adjusted based on clinical requirements
        (e.g., 0.3 for high sensitivity, 0.7 for high specificity)

CONFIGURATION DETAILS
----------------------------------------------------------------------
Iteration:      1
Random Seed:    1044
Groups Used:    3
Features Used:  6
Model Name:     RandomForest

TOP CONFIGURATIONS (Top 5 by F1)
----------------------------------------------------------------------
1. Iter 1 | Groups 3 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
2. Iter 1 | Groups 4 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
3. Iter 1 | Groups 5 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
4. Iter 1 | Groups 6 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
5. Iter 1 | Groups 7 | F1 1.0000 | AUC 1.0000 | Acc 1.0000

PER-ITERATION BEST CONFIGURATIONS
----------------------------------------------------------------------
Iter  1 | Groups  3 | Features   6 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter  2 | Groups  6 | Features  36 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter  3 | Groups 11 | Features  21 | F1 0.9333 | AUC 0.9796 | Acc 0.9286
Iter  4 | Groups  1 | Features   1 | F1 0.9231 | AUC 0.9184 | Acc 0.9286
Iter  5 | Groups  1 | Features  10 | F1 0.9231 | AUC 0.9592 | Acc 0.9286
Iter  6 | Groups  1 | Features  29 | F1 0.8333 | AUC 1.0000 | Acc 0.8571
Iter  7 | Groups  3 | Features   8 | F1 0.9231 | AUC 1.0000 | Acc 0.9286
Iter  8 | Groups  3 | Features  27 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter  9 | Groups  1 | Features  29 | F1 0.8333 | AUC 0.9592 | Acc 0.8571
Iter 10 | Groups  1 | Features   7 | F1 0.9231 | AUC 0.9796 | Acc 0.9286
Iter 11 | Groups  6 | Features  29 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 12 | Groups  1 | Features  50 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 13 | Groups  1 | Features   3 | F1 0.9231 | AUC 0.8673 | Acc 0.9286
Iter 14 | Groups  1 | Features   3 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 15 | Groups  3 | Features   4 | F1 0.9231 | AUC 0.9388 | Acc 0.9286
Iter 16 | Groups  1 | Features  16 | F1 0.9231 | AUC 1.0000 | Acc 0.9286
Iter 17 | Groups  1 | Features  13 | F1 0.9231 | AUC 0.9592 | Acc 0.9286
Iter 18 | Groups 10 | Features  86 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 19 | Groups  1 | Features   3 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 20 | Groups  2 | Features  12 | F1 0.8571 | AUC 0.9796 | Acc 0.8571
Iter 21 | Groups  1 | Features  12 | F1 0.9231 | AUC 0.9388 | Acc 0.9286
Iter 22 | Groups  2 | Features  11 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 23 | Groups  1 | Features   4 | F1 0.9231 | AUC 0.9796 | Acc 0.9286
Iter 24 | Groups  2 | Features   6 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 25 | Groups  1 | Features   7 | F1 0.9231 | AUC 0.9796 | Acc 0.9286
Iter 26 | Groups  1 | Features   5 | F1 0.9231 | AUC 0.8571 | Acc 0.9286
Iter 27 | Groups  1 | Features   3 | F1 0.9231 | AUC 1.0000 | Acc 0.9286
Iter 28 | Groups  1 | Features  25 | F1 0.8333 | AUC 0.9592 | Acc 0.8571
Iter 29 | Groups  1 | Features  11 | F1 0.8333 | AUC 0.9592 | Acc 0.8571
Iter 30 | Groups  2 | Features  35 | F1 0.8333 | AUC 0.8878 | Acc 0.8571
Iter 31 | Groups  1 | Features   9 | F1 0.9333 | AUC 1.0000 | Acc 0.9286
Iter 32 | Groups  6 | Features  23 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 33 | Groups  1 | Features  11 | F1 0.9231 | AUC 0.9592 | Acc 0.9286
Iter 34 | Groups  1 | Features   3 | F1 0.9231 | AUC 0.9796 | Acc 0.9286
Iter 35 | Groups  9 | Features  54 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 36 | Groups  2 | Features   6 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 37 | Groups  1 | Features   5 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 38 | Groups  3 | Features  11 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 39 | Groups  1 | Features  14 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 40 | Groups  9 | Features  32 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 41 | Groups  2 | Features   7 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 42 | Groups  1 | Features  26 | F1 0.7692 | AUC 0.8776 | Acc 0.7857
Iter 43 | Groups  1 | Features   3 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 44 | Groups  3 | Features  17 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 45 | Groups  5 | Features  40 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 46 | Groups  2 | Features  29 | F1 0.9231 | AUC 1.0000 | Acc 0.9286
Iter 47 | Groups  2 | Features   8 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 48 | Groups  3 | Features  12 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 49 | Groups  2 | Features  30 | F1 0.8333 | AUC 0.8367 | Acc 0.8571
Iter 50 | Groups  1 | Features  11 | F1 0.9333 | AUC 0.9796 | Acc 0.9286
Iter 51 | Groups  1 | Features   9 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 52 | Groups  3 | Features  13 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 53 | Groups  5 | Features  15 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
Iter 54 | Groups  2 | Features  10 | F1 1.0000 | AUC 1.0000 | Acc 1.0000
